median-3,median-5,median-7,median-9
0.415544477,0.459125803,0.493208876,0.489381978
0.385000428,0.406768501,0.388963425,0.386738783
0.455321314,0.48496482,0.482990973,0.487817331
0.396478223,0.412389482,0.446392357,0.452552806
0.451877495,0.445730715,0.413554915,0.39737779
0.421244233,0.421000057,0.405715361,0.400370005
0.392822878,0.412501901,0.39855176,0.363375453
0.321423143,0.315008292,0.291213487,0.281737449
0.340123337,0.327090092,0.31970243,0.303202172
0.347931194,0.347389811,0.336959313,0.320821874
0.319303496,0.314881356,0.298940495,0.279196017
0.281175515,0.248448509,0.216153678,0.191456189
0.314583139,0.288112018,0.258875083,0.23113011
0.297039495,0.2874541,0.287307213,0.265250906
0.302085062,0.285339037,0.252208614,0.230409759
0.362292707,0.355076651,0.341324465,0.326062172
0.304834758,0.274518237,0.248916634,0.224473322
0.287509281,0.265425218,0.236881469,0.203190604
0.320086976,0.286722536,0.262070673,0.237495345
0.286058696,0.267090323,0.242610045,0.222744565
0.325797308,0.312630087,0.294759278,0.242677148
0.272403952,0.271247107,0.248300849,0.229607165
0.20639537,0.213276471,0.202211184,0.185601287
0.315553159,0.277285481,0.248902696,0.231051908
0.226978107,0.232590557,0.221278555,0.203924594
0.243697994,0.234533909,0.205923742,0.186480069
0.32620653,0.293631795,0.259871998,0.229236228
0.281588916,0.262094845,0.233758857,0.207376459
0.320863231,0.30580479,0.283395219,0.231285973
0.323479175,0.304419228,0.283587291,0.275365922
0.342904463,0.331469612,0.319652542,0.299961844
0.325516385,0.308505008,0.294666079,0.283090077
0.358724449,0.316844296,0.28755025,0.267389021
0.361317024,0.329654954,0.293478425,0.272084012
0.278529311,0.263834697,0.233241486,0.209608181
0.367306132,0.330157993,0.284739694,0.246972401
0.345549437,0.355890881,0.315167125,0.30638587
0.320402742,0.286605484,0.239935377,0.209951676
0.413685802,0.416479935,0.404185421,0.383409116
0.393716184,0.403265622,0.388847637,0.363464767
0.345532234,0.312175431,0.275812982,0.243810373
0.334597845,0.291645136,0.261164577,0.234338566
0.370111845,0.344938455,0.291230529,0.25471816
0.343434725,0.349679875,0.344343165,0.331994402
0.354686232,0.340210659,0.306380582,0.275725577
0.399053078,0.387876123,0.355122232,0.333142314
0.391322319,0.390312674,0.361941761,0.327588934
0.363492086,0.347975457,0.312850578,0.295562403
0.360711561,0.33859712,0.31135348,0.284818218
0.373750706,0.343377602,0.322718981,0.306965901
0.376621246,0.344169835,0.316811926,0.302674639
0.358865029,0.324633936,0.285075066,0.264951149
0.419795912,0.399869446,0.358165268,0.326094123
0.329278867,0.342497999,0.33404998,0.306208396
0.358682043,0.335933956,0.298948667,0.270436231
0.364712152,0.364910273,0.327589637,0.297336355
0.321775295,0.33255186,0.323863914,0.294489383
0.342891157,0.335143206,0.300595478,0.265088686
0.400693843,0.447512398,0.499386953,0.482319415
0.35296717,0.324747464,0.293862928,0.262677285
0.333048359,0.319170427,0.291170565,0.266345924
0.348223744,0.317820758,0.279425617,0.24493379
0.349780925,0.341791314,0.307704725,0.270026236
0.337284063,0.33144342,0.326351912,0.306145791
0.330295818,0.330297901,0.324011194,0.314606261
0.355293073,0.35273339,0.344000695,0.334926094
0.388189408,0.368898945,0.354403304,0.332998515
0.452672586,0.467497795,0.46966174,0.455572145
0.400200291,0.425514577,0.438237933,0.447406164
0.390929388,0.415310357,0.414919404,0.40979498
0.337133454,0.348585227,0.362775632,0.36598201
0.362790881,0.385928305,0.385384794,0.364393701
0.491048444,0.504199366,0.510605647,0.502035416
0.312585704,0.322405963,0.323698105,0.319782412
0.375925527,0.378773375,0.369175957,0.345419186
0.393462481,0.389559599,0.376309496,0.369924995
0.386596951,0.375327271,0.36248606,0.342078192
0.47576771,0.512709338,0.564214996,0.59840338
0.403469126,0.420165598,0.43194797,0.441582227
0.435389518,0.413598033,0.361846262,0.306679315
0.388409268,0.384234402,0.374061548,0.354651784
0.333972821,0.324551441,0.316077221,0.302925254
0.497074494,0.468779356,0.473593803,0.442823294
0.36334565,0.369751157,0.363632654,0.350558375
0.384350947,0.403000749,0.405144649,0.388391199
0.369685171,0.3916445,0.400308574,0.397784145
0.376819019,0.396855594,0.398772261,0.396085687
0.418886688,0.441441157,0.439783947,0.441727833
0.422228404,0.445637418,0.45420873,0.439296541
0.363704909,0.358511205,0.339194252,0.321218196
0.36890008,0.366013565,0.349676111,0.323232484
0.349162716,0.349700372,0.326459859,0.301860872
0.37267007,0.345915616,0.36378965,0.330661315
0.360053865,0.357526931,0.351022353,0.328627776
0.390131302,0.390271933,0.370493374,0.345805124
0.453149909,0.48127013,0.484032995,0.489277809
0.387710422,0.377708819,0.353209231,0.336012541
0.341954756,0.326042942,0.302294663,0.28543592
0.345695073,0.31052611,0.286443092,0.268086478
0.345990751,0.350610384,0.338437009,0.320746042
0.4041971,0.380131809,0.407494569,0.393991362
0.324992292,0.299361455,0.279094293,0.256571408
0.326178733,0.317259591,0.279772282,0.239071361
0.411025511,0.437447709,0.437278957,0.434630413
0.355402519,0.363496491,0.351069183,0.333774811
0.329520818,0.322467789,0.3099321,0.297397389
0.368587122,0.360022111,0.336751926,0.306850119
0.308509952,0.301283096,0.290828703,0.278232272
0.330484995,0.319419986,0.309931279,0.295202236
0.420271812,0.429799126,0.425138246,0.414789783
0.334464887,0.343853153,0.332764529,0.323413465
0.268936924,0.253023451,0.22002316,0.19806966
0.280403367,0.287011933,0.283768631,0.272250304
0.289884448,0.261300718,0.226850202,0.199113952
0.358998872,0.309677401,0.293108999,0.258961151
0.389391433,0.392400405,0.391660414,0.387648922
0.410070653,0.427624662,0.4268054,0.410081469
0.355397189,0.367781446,0.360405548,0.357662088
0.365586859,0.36965907,0.360813569,0.345680331
0.400914781,0.408946404,0.39879748,0.382393733
0.293372766,0.266942795,0.239802072,0.214832072
0.292482048,0.265494205,0.234622727,0.215933524
0.350257437,0.360633562,0.363415738,0.350653736
0.296330177,0.305324013,0.280038661,0.262165092
0.3552234,0.381748241,0.355097711,0.333729731
0.294691128,0.322094593,0.322768169,0.314511324
0.370670035,0.3656767,0.352479684,0.342368521
0.351132791,0.362683947,0.349105615,0.330645715
0.430555987,0.426768623,0.404603838,0.383442183
0.370851097,0.36332818,0.347373324,0.333076405
0.346782307,0.345457357,0.33456365,0.316189677
0.283939452,0.28362865,0.267873924,0.251938541
0.396166538,0.389741335,0.365101828,0.345289367
0.499947656,0.508715214,0.499911468,0.479997051
0.399587341,0.404143814,0.391111329,0.367188163
0.364886112,0.366891984,0.367143678,0.373955968
0.305718484,0.277596317,0.249228023,0.21960897
0.390625527,0.392343359,0.385371318,0.362935241
0.330877384,0.318458493,0.300398743,0.29146315
0.348780871,0.350748577,0.329977127,0.314606735
0.379778187,0.389452466,0.395302086,0.395344782
0.373764496,0.358023054,0.345301762,0.334554963
0.349913427,0.334763556,0.32205419,0.314259957
0.406302445,0.3981449,0.371160908,0.352046926
0.396700286,0.39220952,0.371519768,0.351433736
0.354562647,0.355921841,0.340298664,0.33117295
0.40515928,0.403402176,0.396336576,0.399924453
0.411832816,0.4227006,0.4128215,0.411217677
0.378109227,0.386549789,0.376723014,0.360637211
0.379345785,0.38943057,0.374747259,0.36122133
0.381218798,0.379852469,0.357557858,0.355010785
0.263300061,0.258161873,0.242008594,0.21978242
0.266490093,0.268047217,0.249203946,0.226871602
0.26982539,0.273899422,0.255729768,0.238593022
0.325341545,0.340480743,0.380910281,0.374826015
0.292922866,0.276681446,0.252823463,0.234157821
0.411287223,0.436722347,0.432349612,0.396172723
0.377037961,0.389591671,0.38257981,0.337072096
0.403701732,0.395378212,0.403791539,0.383584474
0.329028785,0.317417203,0.281021627,0.264823887
0.380689746,0.362535116,0.341888932,0.321643012
0.401154387,0.436003108,0.434564998,0.428934501
0.375281967,0.414479195,0.405377616,0.396470933
0.332404638,0.321727399,0.318711281,0.316774896
0.333018926,0.349047275,0.374961708,0.39752104
0.314663682,0.31633876,0.303051463,0.30099294
0.317084103,0.30787514,0.295071179,0.285492857
0.389905697,0.407626262,0.394624066,0.385045845
0.34880015,0.353038031,0.343036796,0.32565647
0.307112126,0.294831433,0.272772252,0.254747143
0.333405081,0.320714757,0.302119087,0.28886635
0.288179626,0.276960097,0.257069794,0.235069571
0.285002322,0.295568717,0.295594809,0.281585849
0.313420517,0.313783872,0.275997449,0.238230049
0.286869209,0.26291769,0.2287843,0.199933093
0.247120977,0.259762591,0.249324143,0.24521874
