average-3,average-5,gaussian-3,gaussian-5
0.294372413,0.274660447,0.295367189,0.290934848
0.290867774,0.304304647,0.290228153,0.298817456
0.23828133,0.249963828,0.234465164,0.244267251
0.234995184,0.247159462,0.226208559,0.23907043
0.281567583,0.279139947,0.281955313,0.285721254
0.20295448,0.20268014,0.205838974,0.204429181
0.266886522,0.246163193,0.261187103,0.248947249
0.224492758,0.224326925,0.220596433,0.209643338
0.180024334,0.167118259,0.181146903,0.173161487
0.13367267,0.13372559,0.131506571,0.124932479
0.131514663,0.142162111,0.128269785,0.141798983
0.140367426,0.151094943,0.137341669,0.150747169
0.111414461,0.12566758,0.106470419,0.119039861
0.07624831,0.088248726,0.070753142,0.080941775
0.100552401,0.101916493,0.096752055,0.10319177
0.114091265,0.115297822,0.109073339,0.11178588
0.097836825,0.104876257,0.093676684,0.099856255
0.164290986,0.161666231,0.160706087,0.160080922
0.097434376,0.09809318,0.094044963,0.099887864
0.074175675,0.089987719,0.069460345,0.082242084
0.102176998,0.103764589,0.098143344,0.103473511
0.081385982,0.103305161,0.076502353,0.089482476
0.109046074,0.107977185,0.105647147,0.105575704
0.106833344,0.114843828,0.106457703,0.112148124
0.077837023,0.08080404,0.076311758,0.07893456
0.115621798,0.110482083,0.109383067,0.101369177
0.074063793,0.07916776,0.073707733,0.075566092
0.086845519,0.091205933,0.084647478,0.087245761
0.111152548,0.107739559,0.111634725,0.105313604
0.058623453,0.079430621,0.053589494,0.065653799
0.110749243,0.105378136,0.112181731,0.109320189
0.129030536,0.134928311,0.128585576,0.136551522
0.132285118,0.127752378,0.131958575,0.129552555
0.12514436,0.130367687,0.122045663,0.12465405
0.15720974,0.126254677,0.162045793,0.137703414
0.164244734,0.129407797,0.168561229,0.142349619
0.124584862,0.10194166,0.125017849,0.107410107
0.185264225,0.140994968,0.188273435,0.154521781
0.138695719,0.148284599,0.142456825,0.148771538
0.113994577,0.105394345,0.109127226,0.100894437
0.206285788,0.197906369,0.213640281,0.20567815
0.186160157,0.18457994,0.185716425,0.186824321
0.095988276,0.102404975,0.09524492,0.092864606
0.102873521,0.098005713,0.103644688,0.097953923
0.121896477,0.122344583,0.119693583,0.109089895
0.125522347,0.150841856,0.117809544,0.134772175
0.135232017,0.121636829,0.135852448,0.120293692
0.183579425,0.161810442,0.180630512,0.164889465
0.153766171,0.177163878,0.149274464,0.16221478
0.142334363,0.134361842,0.141180378,0.131495046
0.149132099,0.131747553,0.147127457,0.132710105
0.161057024,0.156431631,0.16582615,0.154091936
0.127012676,0.139517438,0.122016558,0.12657687
0.111246467,0.120555981,0.112331925,0.110053838
0.213523146,0.199166844,0.211549973,0.183325957
0.126787971,0.149225907,0.119330128,0.138409772
0.126377245,0.130870337,0.125450287,0.115213222
0.143584343,0.12574112,0.147362811,0.129808404
0.119311039,0.142197455,0.112372454,0.13002078
0.131356453,0.121340479,0.130855065,0.11999979
0.205256803,0.221751725,0.20337146,0.211725498
0.153004393,0.142632453,0.153240426,0.141688942
0.103308345,0.109125721,0.100179455,0.102931681
0.12687615,0.118527998,0.126680175,0.116271791
0.133464812,0.114520095,0.132232066,0.114893947
0.152502755,0.155488825,0.149394847,0.155283814
0.146412083,0.15458389,0.139440845,0.151561751
0.148960861,0.161460198,0.144642331,0.156441552
0.172767996,0.155487163,0.173860505,0.164650583
0.256330193,0.247910819,0.259237763,0.259360846
0.221328114,0.236051922,0.215959385,0.230887663
0.177711127,0.168862273,0.175259616,0.18378461
0.136703997,0.154400487,0.132367433,0.145299558
0.155706677,0.170866608,0.154037056,0.16573446
0.299813762,0.314724118,0.295183449,0.309237655
0.115990126,0.129320304,0.112682741,0.121189027
0.177166721,0.178255757,0.177028608,0.181056031
0.20074521,0.194184823,0.202496804,0.202997454
0.184305786,0.181804259,0.187525456,0.187088249
0.305002613,0.29021167,0.307718167,0.299166082
0.225607818,0.243590709,0.216187683,0.217516479
0.223063804,0.208650239,0.216438259,0.189847602
0.165827386,0.167674221,0.165294209,0.174657113
0.131358502,0.15007214,0.122865612,0.131436597
0.308758994,0.331031283,0.301427226,0.321094619
0.172053358,0.161642183,0.175739917,0.167487016
0.183950017,0.181424024,0.186792735,0.179968423
0.230845993,0.20745582,0.227605233,0.211653581
0.232957043,0.203951306,0.229291642,0.215647045
0.241389771,0.21516445,0.243393625,0.231112312
0.217586242,0.1850062,0.221115638,0.203755898
0.144702085,0.149455679,0.139960758,0.149137901
0.151384505,0.162800661,0.146173783,0.158499689
0.147362779,0.143430655,0.147130256,0.148430729
0.153294433,0.150653753,0.149864996,0.153052231
0.150053286,0.151443225,0.150523223,0.154503216
0.193534701,0.205723828,0.185467909,0.199901468
0.248613312,0.239341002,0.242760287,0.236468594
0.164602408,0.169095444,0.163533102,0.164998358
0.120808636,0.122732188,0.114799375,0.123734126
0.121207228,0.112422872,0.113124745,0.127430015
0.123363122,0.132014608,0.119563577,0.124927037
0.17627081,0.166232203,0.167368399,0.180937312
0.101575738,0.11427168,0.097516881,0.106875522
0.102512459,0.098252655,0.102419535,0.099714527
0.217966349,0.248746528,0.210381907,0.225441455
0.149372383,0.152148271,0.1479572,0.152121288
0.126671566,0.118995548,0.124065672,0.120557085
0.15932786,0.139802215,0.163600438,0.153516975
0.109266127,0.110435321,0.106949564,0.107903211
0.12401943,0.12443471,0.12358814,0.123505011
0.241588826,0.241869019,0.238097533,0.244056577
0.160358859,0.149777131,0.157216755,0.150844531
0.079560687,0.096773334,0.073521281,0.084632086
0.111664503,0.10724497,0.112445185,0.110285459
0.101845382,0.106595034,0.096784958,0.108007207
0.104348633,0.114857706,0.095549282,0.108343935
0.193587507,0.198858173,0.18896435,0.205007511
0.224047002,0.22403186,0.219674611,0.23112341
0.147454098,0.168157538,0.145811784,0.159021147
0.169808586,0.157467911,0.168662797,0.166680755
0.196611017,0.183749076,0.199449861,0.197953202
0.094580735,0.098596943,0.090246778,0.096690762
0.09024608,0.09478582,0.085703231,0.091473375
0.148918604,0.158097399,0.15049892,0.15620154
0.126112913,0.122348081,0.12353091,0.123491603
0.142617574,0.146627866,0.144398981,0.140038168
0.142860428,0.149708571,0.139363614,0.141524453
0.166467713,0.181171116,0.159120465,0.165777655
0.160526527,0.177465997,0.156615167,0.159838606
0.233921244,0.213184201,0.236109785,0.210584722
0.169602852,0.162450059,0.166956079,0.165328686
0.1498014,0.147324235,0.148976323,0.146085741
0.098993525,0.107285306,0.097889204,0.10259221
0.188705542,0.168210227,0.189603263,0.176641026
0.329067582,0.327280948,0.325669571,0.325166313
0.198253895,0.195623022,0.199020536,0.196458628
0.174384187,0.181702456,0.169013518,0.179245479
0.100785705,0.10101329,0.096853502,0.100217292
0.19863725,0.193499194,0.197437441,0.193148404
0.121308232,0.130502706,0.116377029,0.126888304
0.154273224,0.167019228,0.150408131,0.154549221
0.189702354,0.200154557,0.187357039,0.193033991
0.154938747,0.172231868,0.14871595,0.160877057
0.142691783,0.154079162,0.13788062,0.147789667
0.168002166,0.179048018,0.164468749,0.168726436
0.187423443,0.204484905,0.180748697,0.195068467
0.201360291,0.168367114,0.198958713,0.190972667
0.211609334,0.2040369,0.203794968,0.205591222
0.234844201,0.255789218,0.222394562,0.250511661
0.198444033,0.238385999,0.189666663,0.215046119
0.161293567,0.177974459,0.163040527,0.169278659
0.185177105,0.192622826,0.180978586,0.190896255
0.09221418,0.092615693,0.090491121,0.091330616
0.082748213,0.099053686,0.079648527,0.086722568
0.084209751,0.099335108,0.08083863,0.089055356
0.109791355,0.185871274,0.098103642,0.128606309
0.118291893,0.121469387,0.115807712,0.11914971
0.196954244,0.219644322,0.199491883,0.194937957
0.17157843,0.201422004,0.166143653,0.1728625
0.183909808,0.165662101,0.183423649,0.166618167
0.115616907,0.12462558,0.113254506,0.110613008
0.191814273,0.162480483,0.186319645,0.167454106
0.220899741,0.221579487,0.216186535,0.214367038
0.204978921,0.211474709,0.200200809,0.200591888
0.131132215,0.159763456,0.120843162,0.139010115
0.157508956,0.222333634,0.138897459,0.175384496
0.120164125,0.150918625,0.10922745,0.130824419
0.126030861,0.150890415,0.117355778,0.133255541
0.209989986,0.22195886,0.202884399,0.209117829
0.136664333,0.13861677,0.135244426,0.139437666
0.103314748,0.127448691,0.095929285,0.113370648
0.130419297,0.157830743,0.120681848,0.139456825
0.106126236,0.111279905,0.102429018,0.105617138
0.13252712,0.137484984,0.128584559,0.137161177
0.083971053,0.095718395,0.080362918,0.088369381
0.07281128,0.090389694,0.067746757,0.079277371
0.127745889,0.1347348,0.12721993,0.129807879
